折,方案,threshold,ROC-AUC,PR-AUC,平衡准确率,准确率,MCC,敏感度,特异度,PPV,NPV,F1+
xiangya,0.5,0.5,0.7238805970149254,0.8496445883602952,0.5718905472636816,0.7010309278350515,0.19506910656364432,0.9104477611940298,0.23333333333333334,0.7261904761904762,0.5384615384615384,0.8079470198675497
xiangya,t*_maxthr,0.486,0.7238805970149254,0.8496445883602952,0.53681592039801,0.6907216494845361,0.12371537898307342,0.9402985074626866,0.13333333333333333,0.7078651685393258,0.5,0.8076923076923077
huaxi,0.5,0.5,0.5931818181818183,0.4474702133806894,0.6073863636363637,0.5862068965517241,0.20824881735575337,0.6875,0.5272727272727272,0.4583333333333333,0.7435897435897436,0.5499999999999999
huaxi,t*_maxthr,0.468,0.5931818181818183,0.4474702133806894,0.5181818181818182,0.39080459770114945,0.1170035878603409,1.0,0.03636363636363636,0.3764705882352941,1.0,0.547008547008547
liaoning,0.5,0.5,0.640534063676823,0.5074462330774069,0.563505648750428,0.6530612244897959,0.15838782617845196,0.2608695652173913,0.8661417322834646,0.5142857142857142,0.6832298136645962,0.34615384615384615
liaoning,t*_maxthr,0.491,0.640534063676823,0.5074462330774069,0.5103845714937807,0.3826530612244898,0.038516362930542114,0.9420289855072463,0.07874015748031496,0.35714285714285715,0.7142857142857143,0.5179282868525896
