threshold,ROC-AUC,PR-AUC,平衡准确率,准确率,MCC,敏感度,特异度,PPV,NPV,F1+,TN,FP,FN,TP,rule_meet_sens
0.0,0.7504996003197442,0.7462317791362724,0.5,0.508833922261484,0.0,1.0,0.0,0.508833922261484,0.0,0.6744730679156907,0,139,0,144,True
0.001,0.7504996003197442,0.7462317791362724,0.5,0.508833922261484,0.0,1.0,0.0,0.508833922261484,0.0,0.6744730679156907,0,139,0,144,True
0.002,0.7504996003197442,0.7462317791362724,0.5,0.508833922261484,0.0,1.0,0.0,0.508833922261484,0.0,0.6744730679156907,0,139,0,144,True
0.003,0.7504996003197442,0.7462317791362724,0.5,0.508833922261484,0.0,1.0,0.0,0.508833922261484,0.0,0.6744730679156907,0,139,0,144,True
0.004,0.7504996003197442,0.7462317791362724,0.5,0.508833922261484,0.0,1.0,0.0,0.508833922261484,0.0,0.6744730679156907,0,139,0,144,True
0.005,0.7504996003197442,0.7462317791362724,0.5,0.508833922261484,0.0,1.0,0.0,0.508833922261484,0.0,0.6744730679156907,0,139,0,144,True
0.006,0.7504996003197442,0.7462317791362724,0.5,0.508833922261484,0.0,1.0,0.0,0.508833922261484,0.0,0.6744730679156907,0,139,0,144,True
0.007,0.7504996003197442,0.7462317791362724,0.5,0.508833922261484,0.0,1.0,0.0,0.508833922261484,0.0,0.6744730679156907,0,139,0,144,True
0.008,0.7504996003197442,0.7462317791362724,0.5,0.508833922261484,0.0,1.0,0.0,0.508833922261484,0.0,0.6744730679156907,0,139,0,144,True
0.009,0.7504996003197442,0.7462317791362724,0.5,0.508833922261484,0.0,1.0,0.0,0.508833922261484,0.0,0.6744730679156907,0,139,0,144,True
0.01,0.7504996003197442,0.7462317791362724,0.5,0.508833922261484,0.0,1.0,0.0,0.508833922261484,0.0,0.6744730679156907,0,139,0,144,True
0.011,0.7504996003197442,0.7462317791362724,0.5,0.508833922261484,0.0,1.0,0.0,0.508833922261484,0.0,0.6744730679156907,0,139,0,144,True
