threshold,ROC-AUC,PR-AUC,平衡准确率,准确率,MCC,敏感度,特异度,PPV,NPV,F1+,TN,FP,FN,TP,rule_meet_sens
0.07,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.071,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.072,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.073,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.074,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.075,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.076,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.077,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.078,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.079,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.08,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.081,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.082,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.083,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.084,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.085,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.086,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.087,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.088,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.089,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.09,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.091,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.092,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
0.093,0.7437114380635975,0.7653693913807209,0.5,0.4673913043478261,0.0,1.0,0.0,0.4673913043478261,0.0,0.6370370370370371,0,98,0,86,True
