方案,ROC-AUC,PR-AUC,平衡准确率,准确率,MCC,敏感度,特异度,PPV,NPV,F1+
0.5,0.6525321596245223,0.6015203449394638,0.580927519883491,0.6467663496255238,0.18723525003261654,0.6196057754704737,0.5422492642965083,0.5662698412698413,0.6550936985719594,0.5680336220071319
t*,0.6525321596245223,0.6015203449394638,0.5,0.47019285258836324,0.0,1.0,0.0,0.47019285258836324,0.0,0.6252143379210865
